;21.00_22.00_20.00_NH3+_C:;22.00_23.00_21.00_NH3+_C:;26.00_29.00_17.00_NH3+_C:;27.00_24.00_14.00_NH3+_C:;27.00_30.00_10.00_NH3+_C:;27.00_33.00_16.00_NH3+_C:;29.00_24.00_16.00_NH3+_C:;30.00_30.00_22.00_NH3+_C:;31.00_23.00_15.00_NH3+_C:;31.00_29.00_24.00_NH3+_C:;32.00_34.00_19.00_NH3+_C:;27.00_26.00_19.00_NH3+_LJ:;27.00_36.00_14.00_NH3+_LJ:;30.00_22.00_16.00_NH3+_LJ:;30.00_33.00_29.00_NH3+_LJ:;32.00_24.00_21.00_NH3+_LJ:;32.00_31.00_24.00_NH3+_LJ:;33.00_24.00_21.00_NH3+_LJ:
Mol01_PAC_aligned;24.527752823386745;85.92789568298348;-21.779342986037936;-15.1389090425963;-9.457432871579607;-8.53667220879159;-2.7956650667405585;3.114723818200227;-1.6242304437779795;4.422838362789092;-1.343518703530381;145.91199063457515;-0.0113826562982684;-0.1590832593322955;-0.004916679180432;-0.1365938027588236;-0.0189654657770626;-0.0636886658711848
Mol07_PAC_aligned;47.39575619645917;87.5376628314267;-14.869996566130602;-1.5738359684835892;-4.847282479237998;-6.216017888832508;5.5886801650674975;5.066166169672529;3.7487822507182926;6.4099329069096544;0.1658636964988371;147.87857234101114;-0.0149735006744454;-0.1681083968813327;-0.0257458295647046;-0.2409762709634302;-0.0590691611508914;-0.1195798939101934
Mol08_PAC_aligned;17.128217155208656;37.44043915548629;132.516808312559;12.87809099996712;-7.843414641007586;1.2429547100752174;27.188030131838627;-1.1050463648656184;14.932751734330663;-4.061126258489232;8.888546665678845;144.7854670672138;-0.4647208174354224;-0.2807595882695307;-0.1079521668329067;-1.855168180046364;-1.1062426492168422;-0.9858628714735964
Mol09_PAC_aligned;14.03398264884569;38.61738154589887;87.49681542912703;-25.321895897566066;2.159933119242972;27.137997646907028;77.30975046195684;14.896686119098284;5.389949590133817;5.031703301059968;9.4398990097778;146.74505892904259;-0.5015696207017436;1.3352842402385854;-0.0136132857370492;18.082900865818583;-0.17042721573808797;-0.3813585197817264
Mol10_PAC_aligned;22.74962279859288;46.86142643640999;128.08189873899778;-28.72541847454231;15.954608520701273;14.261043420551095;-30.819181876746068;-1.2201084220400649;-31.76834474716258;-0.9255621255094528;3.5340121022853346;146.19700377865257;-0.0488274122714223;134.1710408920699;-0.0071087754093034;-0.357078994613318;-0.0451168096363065;-0.2093500119457982
Mol11_PAC_aligned;16.31750841541305;41.22409181734047;133.3869072051168;36.63574239873158;14.639317179117612;-19.129438494549177;67.81439658161268;-2.066255263837766;25.53133274492637;-0.5374445688698293;14.712836462546507;143.57836031999;13.007299835540968;-1.4739534637081204;-0.0150153683884192;-0.5730174962776269;-0.1165132893363261;-0.3405066996970404
Mol12_PAC_aligned;10.95229672567117;31.029186722711867;39.18798831919725;34.8550568431001;7.817318050191002;-8.61097524985991;21.8473752389431;11.937625994325286;9.566852374457074;7.038778315703636;24.63998444921569;146.77574598888174;-1.5439004559819802;-1.212817913435153;-0.0324751239197095;-0.3270066529887226;-0.2957545255826162;-0.2040681491127908
Mol13_PAC_aligned;15.656461056167874;36.80133590266519;43.96673705405978;16.784186300938494;10.487814683771282;12.184438441791109;-27.417544633335083;-55.91028327604513;11.926058060101072;-34.08421527611453;-65.23835654246793;147.79103898774088;-0.2170928829270789;2.7338985440293757;-0.1188889168560081;-1.0946629400952936;92.86229480131706;-0.6407275598912043
Mol14_PAC_aligned;22.73345802983058;43.35472356956338;59.81089356997676;30.743027070918703;11.60143105319618;27.27040187247956;48.51859221898634;33.02747645043736;21.80723605926439;7.126119044006579;10.970631022675857;146.99810183652863;-0.2930919006595265;-1.7229874581867557;-0.1949042703526252;-0.9206569380182582;-3.002354692528353;-0.5684156431870422
Mol15_PAC_aligned;18.016436165401583;43.36878844075604;-1.647352934085708;-4.281599356162305;-14.953350278286509;-43.19152157813825;11.840880923288822;24.828868628974533;6.161073797421107;17.26873466385601;2.2261920023729527;145.27911205477503;-3.758581824205203;-0.1738632925766151;-0.0246868865391959;-0.1635129536300486;-0.1069221904969608;-0.085332987337389
