;21.00_22.00_20.00_NH3+_C:;22.00_23.00_21.00_NH3+_C:;26.00_29.00_17.00_NH3+_C:;27.00_24.00_14.00_NH3+_C:;27.00_30.00_10.00_NH3+_C:;27.00_33.00_16.00_NH3+_C:;29.00_24.00_16.00_NH3+_C:;30.00_30.00_22.00_NH3+_C:;31.00_23.00_15.00_NH3+_C:;31.00_29.00_24.00_NH3+_C:;32.00_34.00_19.00_NH3+_C:;27.00_26.00_19.00_NH3+_LJ:;27.00_36.00_14.00_NH3+_LJ:;30.00_22.00_16.00_NH3+_LJ:;30.00_33.00_29.00_NH3+_LJ:;32.00_24.00_21.00_NH3+_LJ:;32.00_31.00_24.00_NH3+_LJ:;33.00_24.00_21.00_NH3+_LJ:
Mol16_PAC_aligned;14.862554308979542;36.75077614937658;29.789818330208853;11.935889041524096;-3.710457458180951;-11.138039636839354;27.443709903385237;-193.24972929357315;14.611892696746274;-35.40400698394058;11.59969108630621;145.08598752473497;-0.2102477206344672;-0.2237157964578286;-0.1772276844234744;-0.5038303028884571;49.92500283358852;-0.3009066679160186
Mol17_PAC_aligned;-1.5334148982996822;19.20838136686762;32.17793494351232;32.146058256349086;-19.96836840843008;-17.059190414022908;60.77009215809967;5.520252208823693;27.25893946212544;5.247327217122642;-1.2572887060359743;145.6620757649407;-0.044286699175163195;16.3368598604422;-0.0062936793882704;-0.2950232118780281;-0.0303147686958232;-0.157821978627133
Mol18_PAC_aligned;20.047776377154356;45.51772255454537;128.40115567363512;-4.556241930094466;1.4783534941690004;14.2564451494441;-13.240588821616274;-80.11399332390874;-6.592344084004827;-27.78084931586884;6.074638856626573;146.24892015851836;-0.0575970627359403;-0.2630759434708258;-0.700764329312005;-0.7337215063141379;150.76551303446885;-0.4456761233171294
Mol19_PAC_aligned;14.529299500412757;42.48335349392609;98.27722363349868;18.846305106330696;6.364284867182935;22.421308998254318;27.662302084054616;22.131174629634305;13.709469084951188;12.616606836455716;-10.288687111585348;145.13411321597815;-0.4456080996231634;-0.5379855149838646;-0.080035075237632;-0.976007780154783;-1.268577734623951;-1.915865176457129
Mol20_PAC_aligned;24.22534631862233;49.96028637048954;-15.224917668272193;39.3434909887758;-24.96746565184833;-25.560476290137927;35.44953571315723;10.17736439665943;18.46438049329572;9.347759431169454;-0.374907648651801;143.44216996699055;-0.0951623843846378;-0.549210296651372;-0.0061971305307784;-0.1616425959576508;-0.0304389860371049;-0.0851708279060608
Mol21_PAC_aligned;15.746109039248884;26.98982658385644;129.47780872668014;4.450929317105478;5.828842880839531;39.175828423816384;9.013153930319936;-17.107935663413663;3.015167095706582;24.42722126602728;1.5024285234690709;144.68560521917433;-0.2170390992229764;-0.2632355647601957;1.6054729831041104;-0.4199908400081032;-4.259048433083691;-0.2621461584198054
Mol22_PAC_aligned;14.065935857831205;34.37806996245861;81.04543600300461;19.48074166549252;7.015887264470263;0.663672973256876;30.14522683399068;-18.21933835549361;18.80098283139675;-14.610286728596575;2.132278471967183;145.00456774617948;-0.0860224420643052;-1.0165594122902375;-0.0824758372288589;-1.1156876041272477;140.70593336394037;-0.3324506210319996
Mol23_PAC_aligned;21.990443893067443;47.37409363297948;26.668750636060626;8.593068485430472;-7.962011850090791;-36.697038250746274;21.303896737744846;11.66957214326409;11.426310746643876;13.246093761941507;-17.239333823281417;144.61870095869037;-0.5620206967892123;-0.1962300084166322;-0.0631390313816476;-0.2367132240024717;-0.513183732459142;-0.1293087031333166
Mol24_PAC_aligned;14.23137132640659;32.315900133801534;98.5382694975894;6.732922507209133;4.9838882825893736;-11.48914520099235;7.048758374125879;-24.354453758708228;2.845331835331546;-16.38168782163961;-1.2597518945801411;144.98255181626422;-1.387457961927001;-0.1846547357965726;-0.5585781892930495;-0.1883654271806214;-1.0851053823981436;-0.1018250312231905
Mol25_PAC_aligned;18.75481939361908;43.40575301565774;59.37960978646935;21.73504348846948;5.684304161670198;-13.528552146027511;35.99552467132072;3.5913353632175355;19.34566610680772;3.0747364072340595;-16.602974096297245;144.64039229935057;-2.3014003563658525;-0.985808385879708;-0.031880768934857;-1.6282495867130231;-0.3916336119297141;-1.1710651239615577
Mol26_PAC_aligned;12.66301404285941;32.44220777118636;127.77000056157127;9.987114671819516;10.757307478500296;33.38044611110121;12.528283033838465;-111.95559139556984;2.0493897700799426;10.537179940616872;9.780887341962448;147.48100673952317;-0.2221938577369763;-0.2761784826829535;-1.803877956086997;-0.553039278922239;165.99998680349603;-0.354572911848634
Mol27_PAC_aligned;14.1703385925574;38.350018963360604;26.939836681074247;7.240447200106904;13.19302284348458;6.685649569410835;79.45071575090392;10.391054724635708;20.35076187654029;-14.292058142461867;39.95753368374061;149.01477741686375;-0.1223496511271149;119.7940975886667;-0.1520193418668165;-0.9359893157710212;153.8217872390699;-0.5837227509147495
Mol28_PAC_aligned;14.008676637226705;40.472533350724994;63.09339093767533;-21.6300686164358;60.48143569022961;107.89508613715869;9.587820376694324;19.700440107453137;6.575449677923235;13.783564299827626;10.168960481525612;146.79176722649922;-2.047658331432512;-0.2433718777948353;-0.0103056846843593;-0.1514541692199935;-0.0506980706093127;-0.0796007740943957
Mol29_PAC_aligned;25.302519611787176;51.67478413351009;128.37615839117467;15.698596200371938;-11.92947646730004;16.35547287079067;21.68255222278181;-12.21336609063474;11.896624796497482;-2.613851414535464;3.264354063992034;146.32427175810213;4.449164197938133;-0.181560802860249;-0.0613661666103973;-0.160240027408668;-0.1574290032912682;-0.0853470028495832
Mol31_PAC_aligned;3.047891951173749;29.331096127292437;103.6436951184986;-36.8663408132449;13.282414911073325;20.110414371875997;-64.4064248397705;-14.60658420022842;-52.34837348958632;-11.98912366425792;5.473420688038686;140.39495304875325;-0.0674758150642255;133.69302310354772;-0.0147187953186746;-1.8692466771184728;-0.3719432330264818;-1.248621651669633
Mol32_PAC_aligned;10.880752836865128;33.86059420928066;129.09180206302597;-22.216926565571;48.47885235795687;37.21457003185643;-4.015367138425837;4.223841576303447;-2.343038498805313;6.747163954055873;3.6048428531918755;143.23832413629904;-0.171347385346691;-1.2489026810199857;-0.018803828784078;-1.11804505941539;-0.7961858015209841;-1.3149278273838743
Mol33_PAC_aligned;18.642777978858376;41.27997130789535;98.95698097961305;-96.48296731131197;16.026636018163835;9.59473554323804;-60.71076089035499;3.8244195860270622;-17.935216866318072;2.59242349611918;2.538866771269469;147.45107145567383;-0.053218060499404;-3.910181392065308;-0.0058773824192835;-0.2171438313388117;-0.0296340333186247;-0.1207156796954452
Mol34_PAC_aligned;10.290751237939531;38.353090902845295;129.18167696338236;-20.874821919291577;42.66450052999487;27.4761994157343;-0.6308500907050938;24.157616708368856;0.2757988708577539;14.515415994710509;9.675067994302106;145.58936935674748;-0.1655526583029683;-0.8190103732180941;-0.0094506251414581;-0.8967985383814625;-0.1080402228349459;-0.8200311440977673
Mol35_PAC_aligned;16.738535529756057;34.926996015414815;74.4949140096974;-27.46609951761809;-8.044785814795421;22.99504005214696;1.3751780803454032;-1.3966632323716863;15.7328088700127;-4.128732343725005;20.326289964561628;143.8155160360464;-0.2185125267946538;-1.1401147740348123;-0.027555811296759;-1.030303557865048;-1.631991583491988;-0.7772125459470397
Mol36_PAC_aligned;11.100746585300673;38.88539859505551;114.24351012954172;-107.90367595354483;7.070177657066939;10.976119250019725;36.5736278484151;19.38274510106289;-4.427356834907371;14.30672630868151;10.361773637091256;145.80477462522813;-0.0580609332538553;-4.476073881102806;-0.006618258610116;-0.4266360131740485;-0.0414720829094667;-0.3091302534426864
Mol37_PAC_aligned;10.66144113344624;36.71704753951961;103.11978220434284;7.860544624855237;8.424443406051775;49.81578488723703;-11.360498354674494;26.894587599112654;24.508862623718464;14.552355265981511;76.79290455524654;147.4655728658006;-1.0576827199681411;129.24527466486472;-0.014654050946787;-0.3803005008950378;-0.2148877609295162;-0.2657250854794249
Mol38_PAC_aligned;13.775465114915598;33.739623854408286;21.513386403565192;26.442679737825863;4.597602199293174;24.34016553926314;47.05123497851095;100.25837936894884;24.90176360589993;14.700480106200722;4.27942704598027;144.51276441556917;-0.845476982212515;24.811448670490424;-0.0947484501823944;-2.981189422876478;10.466653813080034;-2.8045411291296425
Mol39_PAC_aligned;22.92121973195796;37.822235101078576;104.05664594782202;-4.47109496115948;-15.023418476864665;30.52061871931572;-18.228080476670385;5.789540375160197;-14.292252210221466;3.742076022431899;7.445921448880046;146.20050723825366;-0.4480557170759111;-0.6309156274640202;-0.0083841363334292;-0.2387987832978349;-0.0561793730970828;-0.1370214725528524
Mol40_PAC_aligned;12.75452375607053;35.41156743688419;127.66418997286591;-58.05363107461511;20.531184879924524;28.338526100788;-29.380152977873703;18.566910172038877;10.41104111219328;10.727999065011296;6.280675512767278;144.6235091540882;-0.5930288670777789;-1.1824943853887615;-0.010214461395244;-0.2711177314251807;-0.1084828326501974;-0.1758945239317476
Mol41_PAC_aligned;5.012022040559506;31.33360251965721;101.27002958618372;-20.545097342764425;3.250460088642175;23.12976552488323;-32.94716223205251;2.4468821507754406;-7.554177361668248;2.4266970413343394;131.71080981681985;144.801659732419;-0.1631105005945057;131.71095300499064;-0.0230108878326256;-3.30748560677746;-0.8502511198761652;-2.183519827843384
