0,5.294992040666664
1,6.705533773838407
2,6.924453038607469
3,6.568636235841012
4,5.798602875679548
5,4.69058277422186
6,4.797511682939906
7,6.4089353929735
8,5.30189945437661
9,6.48412615628832
10,5.05700040663396
11,6.477555766493679
12,6.036212172654444
13,6.505845405981557
14,5.335358024443874
15,4.724228099835068
16,7.167491087293763
17,5.679853713888946
18,6.75448733218585
19,5.019996628416253
20,6.080921907623925
21,4.638272163982406
22,5.600326278518962
23,5.79317412396815
24,7.200659450546417
25,6.767003889607846
26,6.356547323513812
27,6.127261172527331
