0,5.30189945437661
1,4.724228099835068
2,6.356547323513812
3,4.797511682939906
4,5.79317412396815
5,5.05700040663396
6,5.679853713888946
7,5.294992040666664
8,6.036212172654444
9,4.69058277422186
10,5.019996628416253
11,7.200659450546417
12,5.335358024443874
13,5.600326278518962
14,6.080921907623925
15,4.638272163982406
16,5.798602875679548
17,6.4089353929735
18,6.924453038607469
19,6.75448733218585
20,6.505845405981557
21,6.127261172527331
22,6.568636235841012
23,6.48412615628832
24,6.705533773838407
25,6.477555766493679
26,6.767003889607846
27,7.167491087293763
