0,7.721246399047171
1,4.642446280256918
2,5.375717904164332
3,5.999999999999999
4,6.378823718224964
5,6.954677021213342
6,6.107905397309518
7,6.420216403383189
8,6.045757490560675
9,6.681936665037237
10,5.351639989019067
11,5.510041520575165
12,4.774174008538107
13,6.182434630440219
14,6.962573502059376
15,5.946921556516579
16,4.946537395074545
17,4.688246138944246
18,6.602059991327962
19,7.130768280269023
20,6.107905397309518
21,5.61261017366127
22,6.686132779630847
23,5.09799710864927
24,4.781202001888262
25,6.031517051446064
26,6.4762535331884346
27,6.669586226650809
