0,5.351639989019067
1,4.774174008538107
2,6.031517051446064
3,6.420216403383189
4,4.781202001888262
5,5.09799710864927
6,6.045757490560675
7,5.510041520575165
8,6.107905397309518
9,4.642446280256918
10,6.962573502059376
11,4.946537395074545
12,5.375717904164332
13,5.61261017366127
14,6.107905397309518
15,5.999999999999999
16,4.688246138944246
17,5.946921556516579
18,6.602059991327962
19,7.130768280269023
20,6.954677021213342
21,6.378823718224964
22,6.182434630440219
23,6.4762535331884346
24,6.686132779630847
25,6.681936665037237
26,6.669586226650809
27,7.721246399047171
