;-9.00_1.00_1.00_NH3+_C:;-8.00_0.00_1.00_NH3+_C:;2.00_0.00_-8.00_NH3+_C:;3.00_1.00_-6.00_NH3+_C:;3.00_2.00_-6.00_NH3+_C:;-10.00_0.00_-1.00_NH3+_LJ:;-10.00_1.00_-1.00_NH3+_LJ:;-9.00_1.00_3.00_NH3+_LJ:;-2.00_4.00_-5.00_NH3+_LJ:;-1.00_7.00_2.00_NH3+_LJ:;3.00_1.00_-3.00_NH3+_LJ:;3.00_11.00_5.00_NH3+_LJ:;6.00_3.00_-6.00_NH3+_LJ:
Mol01;25.79477241444806;-69.8531900774332;-6.5175537479855645;1.1166730018149646;9.76685349470875;128.08111767142128;127.96636951698623;2.828145794957354;-1.2340676873199303;-2.071436708100832;128.36572379402935;-0.0582679042263877;-0.3101186455553253
Mol07;-1.2747522723403175;-1.3961495951003862;-27.165820779556388;-35.451528873889615;-17.892864732094495;-0.0084272608812691;-0.0086596023645001;-0.0092901213402791;-1.3128635867684648;-0.2067461606445758;129.3817006141689;-0.0407144975363713;5.661116080711741
Mol08;3.57477859261577;5.271078320950905;-22.101894922717783;-56.75512850271406;-50.86957500048707;-0.1075888811923973;-0.0988524695850413;-0.0562731754783113;-2.389821096981882;-0.0941842553837614;128.3399543097777;-0.0091015676861797;-0.3585152087046407
Mol10;16.892558735175637;20.09637782446426;2.710766064824;6.740343232830041;11.880543272329524;-0.0368412531094397;-0.0393575539380301;-0.0622121138073858;-1.0581137880988571;-2.012480836986315;127.77207200468689;-0.2086884695460343;-0.7398538572050664
Mol11;-195.69521087660027;81.23908356649277;-1.4890278130121004;8.795295975337746;17.404397492408968;127.97047269526531;127.43896743783574;129.252325851954;-1.12089723244622;-2.004382159258198;128.38514307142142;-0.0576980548755303;-0.3188824259542343
Mol13;-66.96694269975269;-245.8270735773025;3.4201646842672933;12.013701432776791;19.84292745908629;-1.3553738538921434;-0.9723974309444484;-1.4512275669338437;-1.0996551988244816;-2.0929042966257927;128.38578457990468;-0.0557427547465603;-0.3096203269709129
Mol15;96.51977067132022;126.45972170330349;-3.304144859599069;5.082920009594208;13.72729658609506;7.560778062659005;-1.800161891534455;58.58327419821821;-1.1281118148185905;-1.9802919057690656;128.37880970949934;-0.0576723659911067;-0.3224675665674346
Mol16;12.853725173536942;15.891038730980632;-0.5120097994157167;2.2887557013048507;7.302186605800344;-0.0381504143988261;-0.0407226837338895;-0.0643676076108309;-1.0570920821406888;-3.2532893164730496;127.76770017510326;1.7815373167701978;-0.7435475870635347
Mol17;1.6782366591331304;-1.0426789783442008;-27.154062579452305;-47.48167637901832;-83.14878953287169;-0.1138077163578311;-0.1144682903525182;-0.1406921902163561;-4.475484246562604;-0.7113181506969376;128.4109660786576;-0.0320532548129626;-1.6722694828963591
Mol18;-100.8854864685325;-457.8787034753036;-2.5418544723349754;4.7320606648533;12.838587631742966;1.774392829870112;-1.810377642654686;-2.668611348066839;-1.1300447819085826;-2.007822667198471;128.3731073915226;-0.0567956040779146;-0.3199655296933796
Mol19;126.85005522804822;127.2157803565341;-1.547193788600083;6.524890970095466;15.183749641982068;-0.0933071620153098;-1.875608055696945;-2.1795640415667563;-1.1615203309348263;-1.9346139346382445;128.38358339601345;-0.0574231708241928;-0.3312969688578373
Mol20;120.79665117439458;126.45985125636304;-3.51007271646259;7.471328345156291;18.81111927058922;65.06023837008858;127.30971040445479;128.5066259272411;-1.5518720434423938;-1.2813091416438926;128.431426545539;-0.0424522459191576;-0.5009933159538623
Mol22;-115.72405274347184;-325.47194106178483;-0.1987939432615593;7.520264268687029;15.212372226648172;-1.1633742393259077;-1.4039465577809538;49.03122200028853;-1.7297064470023926;5.838953874391195;128.3655495388273;-0.0474589188545399;-0.4289531024462686
Mol23;-112.2678690522603;-235.35518004190348;0.1569728663392668;7.348026200269858;14.541765034568092;-1.3213941544068086;-1.3684958066767856;111.4607575913814;-1.6695538224780957;-1.6394720753860856;128.37461569294481;-0.0261468509944441;-0.294661291972123
Mol24;21.567867008285376;38.71615498539151;7.832579574984098;11.938443415026704;13.597904837705318;-0.8762144663375302;-0.5141015393991607;-1.3081189461464189;-1.229803734646879;-0.1234459476493623;128.3053879664577;-0.0098971509938284;-0.2961180307819697
Mol25;54.60430733610284;-162.14453760001865;0.8406896255858416;8.252212922318437;16.013301834703103;23.43708205604945;34.63937564912742;6.063220938876617;-1.799006999595368;127.26144842800146;128.36357174234905;-0.055982841455322;-0.3445735231221267
Mol26;33.48972278986457;-77.22615361249537;-0.5849096920892696;5.499216925108456;14.791066853649635;127.01611103895496;71.43339297339148;-2.6774702021270262;-1.5266260916844556;-1.6033634999552824;128.37785443498947;-0.0383992143578447;-0.3378805253073418
Mol27;35.31587185863746;-92.17724539188984;-2.8290741695325905;1.6093114993808937;10.071962451675365;126.57626584414163;43.3488300180026;-2.482925104980968;-1.2093175482070642;27.93889192996476;128.39039705985303;-0.0524262655790115;-0.2775429023645939
Mol28;2.189950914748489;0.1192136946092751;0.6753359621109442;6.838304013156336;11.942087893345128;-0.1084439054708002;-0.1126055179548103;-0.1467003818265121;-1.1405728797017425;-2.042627709500941;127.7695945358872;-0.6644413027942789;-0.81844070439565
Mol31;-0.3990265758788085;-0.1243765023888414;-65.64402162695472;89.50767444431615;45.47164043733966;-0.0112090577880689;-0.0117411651347648;-0.0115033428518367;27.36339414283409;-0.4377233743410286;128.56183545172124;-0.4531721519265627;-4.10924046322207
Mol32;-0.312364769831748;-0.0572797911907558;-60.51825807960005;23.313817313068785;15.178272274121758;-0.0116783376037734;-0.012162825644473201;-0.0117171872635015;12.613277494279895;-0.4412040121437026;128.5560351824455;-0.4657550759315489;-4.21595202849984
Mol33;-1.0770562283841387;-0.767142359235248;51.67415340350826;17.175315726607476;-8.710925769067469;-0.011855564307989;-0.0123934021794732;-0.011914759749035;38.7642342594044;-0.4659024120585341;128.56796015339845;-0.5200388987535678;-4.081083477222597
